TV 1 Display,Appetizers,Fresh Mozzarella Tomato & Basil,With extra virgin olive oil/oregano dressing,$10.00 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.50 17'' $16.99,Traditional Neapolitan pizza with our special pizza sauce fresh tomato lots of mozzarella extra provolone cheese and fresh basil, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $10.99 14'' $17.99 17'' $21.99,Topped with arugula parmesan cheese and drizzled with olive oil, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $10.99 14'' $17.99 17'' $21.99,Italian sausage pepperoni ham ground beef fresh mushroom green peppers onion and extra cheese, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $10.99 14'' $17.99 17'' $21.99,Italian sausage pepperoni ham bacon meatball, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.99 17'' $19.99,Fresh mushrooms black olives grilled eggplant onion fresh tomato green peppers and spinach topped with extra cheese, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.99 17'' $19.99,This pizza is covered with chunks of our plump and juicy meatballs in tomato sauce sprinkled with parmesan cheese and then topped with a lot of mozzarella and provolone cheese, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.99 17'' $19.99,Marinated grilled chicken fresh cilantro roasted red peppers and spicy tomato sauce, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.99 17'' $19.99,Chunks of pineapple smoked ham with tomato sauce topped with mozzarella cheese, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $10.99 14'' $18.99 17'' $22.99,Shrimp scallops and calamari with tomato sauce, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $15.99 17'' $19.99,Our homemade pesto sauce (a blend of fresh basil parmesan walnut and fresh garlic) topped with lots of mozzarella cheese, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $15.99 17'' $19.99,For cheese lovers - an outstanding combination of ricotta parmesean mozzarella and fontina cheese with lots of garlic, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $15.99 17'' $19.99,Genoa salami Kalamata olives portobella mushrooms basil topped with goat cheese and mozzarella, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $15.99 17'' $19.99,Sun-dried tomato kalamata olives fresh garlic basil cracked pepper topped with lots of mozzarella, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $17.99 17'' $21.99,Marinated chicken broccoli fresh garlic and oregano topped with melted feta fontina and provolone cheese, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $13.99 17'' $17.99,A blend of fresh herbs spices butter and olive oil topped with lots of mozzarella cheese, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $16.99 17'' $20.99,Combination of smoked bacon roasted bell peppers and red onions in a garlic base topped with smoked mozzarella, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $16.99 17'' $20.99,Grilled chicken breast red onions roasted bell peppers mozzarella and smoked mozzarella cheeses with fresh cilantro and Listrani's special BBQ sauce, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $16.99 17'' $20.99,Mozzarella cheese topped with grilled chicken roasted garlic mild onions Italian parsley and garlic butter, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $10.99 14'' $17.99 17'' $21.99,Smoked bacon fresh garlic red onions red and green peppers kalamata olives fresh tomato goat cheese in a garlic base with mozzarella cheese, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $16.99 17'' $20.99,Smoked bacon topped with caramelized onions and mozzarella cheese, 
TV 6 Display,Calzones,Calzones,Your choice of any two regular pizza toppings plus mozzarella baked in a fresh dough turnover until golden brown served with a side of marinara sauce,$11.50 
TV 6 Display,Calzones,Meat Lovers Calzone, ,$11.99 
TV 6 Display,Calzones,Feta and Spinach Calzone, ,$11.99 
TV 6 Display,Calzones,Cheese Lovers Calzone, ,$11.99 
TV 6 Display,Gluten-Free Menu,10'' Gluten-Free Pizza,Cheese and Tomato Pizza,$10.50 
TV 6 Display,Gluten-Free Menu,Additional Classic Toppings, ,$0.75 
TV 6 Display,Gluten-Free Menu,Additional Gourmet Toppings , ,$1.25 
TV 6 Display,Gluten-Free Menu,Fresh Mozarella Prosciutto Shrimp, ,$2.50 
